server_time_ms,market_time,sec_to_market,slug,side,price,size,latency_ms,status,order_id,attempt,source
1765187266908,1765273500,86233.092,btc-updown-15m-1765273500,UP,0.45,5,135,success,0x76f22188d991f9dd5a6d0b32f17897bd1c89f5669ba98210a8acc0b33e0c2819,12,12,1,12,101,135,113,109,cpp
1765188167198,1765274400,86232.802,btc-updown-15m-1765274400,UP,0.45,5,123,success,0x11a0eb1c3816ae0d2ff69e598e88c4004d98bcc50e18a241e389671542f4a196,6,6,1,6,107,155,124,123,cpp
1765189069805,1765275300,86230.195,btc-updown-15m-1765275300,UP,0.45,5,127,success,0x669efe68cf998d1a1a6df81d6ef73a5dce4ce8230f6cee625ed7629a4ceff88c,21,21,1,21,101,127,109,109,cpp
1765189969511,1765276200,86230.489,btc-updown-15m-1765276200,UP,0.45,5,162,success,0x94930140d7f02874639eb2a47cecb5719c760aa78867a75bea8f93d3184ed315,8,8,1,8,105,162,127,126,cpp
1765190865933,1765277100,86234.067,btc-updown-15m-1765277100,UP,0.45,5,138,success,0x150366e5057cc0f8b51f231725f2acb47445dbfe297f0401bf668146b2ab612c,4,4,1,4,105,138,122,126,cpp
1765191769227,1765278000,86230.773,btc-updown-15m-1765278000,UP,0.45,5,177,success,0xc8d0ff584944c8929b3a912d842e2bea05d74c2f29fd791fc8b34f37b513e972,24,24,1,24,98,177,115,111,cpp
1765192670213,1765278900,86229.787,btc-updown-15m-1765278900,UP,0.45,5,100,success,0xae620f423ebc9d0b4dc5368e51a33aca3d74ce5a85fe3d223a49e0df6552b94c,25,25,1,25,98,129,109,107,cpp
1765193569285,1765279800,86230.715,btc-updown-15m-1765279800,UP,0.45,5,111,success,0x638cf0de6cca0f10c69b4a382b090d8906e883d158a655405367398a8bf6a737,7,7,1,7,106,183,127,119,cpp
1765194469358,1765280700,86230.642,btc-updown-15m-1765280700,UP,0.45,5,105,success,0xd20a0b05c6187910d98276d4eefd376bb300cf2571cb3543775e9ab3e338b40d,8,8,1,8,104,127,117,123,cpp
1765195366891,1765281600,86233.109,btc-updown-15m-1765281600,UP,0.45,5,145,success,0x0797b095bd732ace787f893b6f79491a7cd7f10e58d5b364417617f34497a294,11,11,1,11,107,155,126,121,cpp
1765196267447,1765282500,86232.553,btc-updown-15m-1765282500,UP,0.45,5,142,success,0x8454706ec79d91eb321b484f433a6e962f5fbff0fae95f8df3772721cd1f8c56,8,8,1,8,104,142,119,120,cpp
1765197167932,1765283400,86232.068,btc-updown-15m-1765283400,UP,0.45,5,138,success,0xda2b5f47daf44339256f2533936181461935ce366390f0fb9f06187c23f32cf0,13,13,1,13,101,138,114,111,cpp
1765198067160,1765284300,86232.840,btc-updown-15m-1765284300,UP,0.45,5,129,success,0x43776843460837aca7c9b6e43d5ce64272bd33ae3ebcf6d7a7a2c3f5ca04772c,15,15,1,15,104,135,114,111,cpp
1765198965596,1765285200,86234.404,btc-updown-15m-1765285200,UP,0.45,5,108,success,0xa64697b756f1e1b697618216a868a94f8690dc44e83729ce0470e497b3b19ec0,2,2,1,2,108,134,121,134,cpp
1765199865231,1765286100,86234.769,btc-updown-15m-1765286100,UP,0.45,5,118,success,0x9cffebb3720ab6eeb6339d42356f17f933852ce917a8481b1db20d49668b98cf,7,7,1,7,104,127,115,115,cpp
1765200764633,1765287000,86235.367,btc-updown-15m-1765287000,UP,0.45,5,125,success,0x6fcc39e3b54d6d4054de450a89146afa13b27bdb692d95421698d84f66ed12a2,2,2,1,2,125,141,133,141,cpp
1765201665896,1765287900,86234.104,btc-updown-15m-1765287900,UP,0.45,5,130,success,0xfee32ad099d666bfa5d500e2354424828184b260478056753f4db80ebc825dad,4,4,1,4,103,130,119,124,cpp
1765202568852,1765288800,86231.148,btc-updown-15m-1765288800,UP,0.45,5,110,success,0x4e96e7f1c14921fbf457bb1219339654b4f8e096f85508f8c111352c092e43d6,4,4,1,4,109,144,123,130,cpp
1765203468279,1765289700,86231.721,btc-updown-15m-1765289700,UP,0.45,5,108,success,0xe749e33ce912d6bfec7ad7b201ddeed97723c748b9ef1d3eca785a8611cca765,24,24,1,24,100,170,114,112,cpp
1765204366803,1765290600,86233.197,btc-updown-15m-1765290600,UP,0.45,5,130,success,0x94635c43397924f43bc8ba12da695dc67fd95f28ace90de0deac31349030d846,2,2,1,2,130,143,137,143,cpp
1765205276924,1765291500,86223.076,btc-updown-15m-1765291500,UP,0.45,5,118,success,0x398ba2f649276d2d7564252ae8ff6d5f97923f75459ed1b22d34a6e228acfe35,20,20,1,20,102,140,121,120,cpp
1765207067178,1765293300,86232.822,btc-updown-15m-1765293300,UP,0.45,5,146,success,0x95a06eb28ffa5ce032016519e42fb02e3e201724cdceb61e2fa08507a0f09554,6,6,1,6,108,146,126,127,cpp
