server_time_ms,market_time,sec_to_market,slug,side,price,size,latency_ms,status,order_id,attempt,source
1765207969243,1765294200,86230.757,btc-updown-15m-1765294200,UP,0.45,5,162,success,0xe305e37dfdfa1c1159f02f5e3adf3bbc3385af08cbba2b69231b401b9acc470d,15,15,1,15,101,162,119,115,cpp
1765208869869,1765295100,86230.131,btc-updown-15m-1765295100,UP,0.45,5,114,success,0xa25f5f9b8d76d6e60b2f141a6f3f4b8005cade9431eb5d853f09803793385862,21,21,1,21,105,153,117,112,cpp
1765209766854,1765296000,86233.146,btc-updown-15m-1765296000,UP,0.45,5,112,success,0xec5d775c1d7cc3d740f5c46d4305d5f9b617e35a9a80e9e088d3e367d59670b1,12,12,1,12,108,153,123,120,cpp
1765210665886,1765296900,86234.114,btc-updown-15m-1765296900,UP,0.45,5,278,success,0xb443022dfcca6f87c407b98d9cf609d934a9a6b63c51705209d1dec6ad9c2d11,19,19,1,19,105,278,127,118,cpp
1765211789817,1765297800,86010.183,btc-updown-15m-1765297800,UP,0.45,5,109,success,0x49348fc51848631a275386889dfa2e4adb00b80e085390fa52c58273d6a9a397,1934,1934,1,1934,103,271,112,108,cpp
1765212467196,1765298700,86232.804,btc-updown-15m-1765298700,UP,0.45,5,121,success,0x8c4327102f4ae0ab85f68e1363ceb57625fe47cc77ecf7b2d9c325f3d7822e02,6,6,1,6,109,151,125,122,cpp
1765213369856,1765299600,86230.144,btc-updown-15m-1765299600,UP,0.45,5,120,success,0xb0c8309ef4c7f3045c484b2d9413cb5e079d08e60af1fddc0c58ea8a227a68a9,22,22,1,22,103,132,110,108,cpp
1765214267872,1765300500,86232.128,btc-updown-15m-1765300500,UP,0.45,5,142,success,0xdf36192ef8ec7e3df098f8ab2c7b844bd3a56e5f56253329cf130d3255dde8ee,12,12,1,12,103,142,119,124,cpp
1765215299670,1765301400,86100.330,btc-updown-15m-1765301400,UP,0.45,5,126,success,0xa75c1669311796c3f0b0994fe9caaac75ee416924f02ffaadae03b2248308fee,1114,1114,1,1114,97,221,114,113,cpp
1765216066770,1765302300,86233.230,btc-updown-15m-1765302300,UP,0.45,5,138,success,0x2bc35a227c4245bc42d416b20d1d2e2f268eb442200aac2dd51e4caed5dcee47,3,3,1,3,113,138,121,113,cpp
1765217061112,1765303200,86138.888,btc-updown-15m-1765303200,UP,0.45,5,114,success,0xd826647ab1e8cf079c03a2e538001b787580f44c91327ff9da16b11c0f2ab115,806,806,1,806,103,298,115,110,cpp
1765217864341,1765304100,86235.659,btc-updown-15m-1765304100,UP,0.45,5,125,success,0x55eee625d54dc574ef86dd8c29a85d2859cd5780fe6efa725110a49ba1367e2a,8,8,1,8,105,134,118,118,cpp
1765218767450,1765305000,86232.550,btc-updown-15m-1765305000,UP,0.45,5,144,success,0x98ece633f3a69c5427b93f2a4743595e9ab2c318da27e4d533e2c24ef5afa041,8,8,1,8,105,144,121,118,cpp
1765219671585,1765305900,86228.415,btc-updown-15m-1765305900,UP,0.45,5,132,success,0x482e75ac7b81921137c4465a5063684004cfe3652655cba6e60a33eb0ad59fbc,26,26,1,26,102,133,119,119,cpp
1765220565486,1765306800,86234.514,btc-updown-15m-1765306800,UP,0.45,5,111,success,0x13a84eff21f7dfebba8c2d9247b02995dd942a52201d941f65216f8383a229c2,5,5,1,5,110,147,126,120,cpp
1765221467713,1765307700,86232.287,btc-updown-15m-1765307700,UP,0.45,5,112,success,0x83f0b62e36b0dcb4b5f669c2c8c883a4f66ce7a9871ccc1354d9d8e7a3597d21,2,2,1,2,112,153,133,153,cpp
1765222367865,1765308600,86232.135,btc-updown-15m-1765308600,UP,0.45,5,139,success,0xc9c88816460d92616d5b041e278fc7872bfb89c0047ea1399bc5267cc2578f4f,2,2,1,2,127,139,133,139,cpp
1765223267646,1765309500,86232.354,btc-updown-15m-1765309500,UP,0.45,5,110,success,0xe204ac39072e5c96494036fcc1c70b19dc27492092dc906af8aad3e1fda4c8d2,2,2,1,2,110,125,118,125,cpp
1765225065987,1765311300,86234.013,btc-updown-15m-1765311300,UP,0.45,5,133,success,0xc6e5257caa2ef8e4824337de9f3609a5873ba022e5704cd21f57da2abbca3c6e,13,13,1,13,106,133,121,121,cpp
1765226029150,1765312200,86170.850,btc-updown-15m-1765312200,UP,0.45,5,136,success,0x8574833b3dc13228d01a851587e6dd5519eb706fbca6fc8a390223bfa1094098,540,540,1,540,103,200,117,114,cpp
1765227241144,1765313100,85858.856,btc-updown-15m-1765313100,UP,0.45,5,106,success,0x5237b47584edc6fa76adda5b97161ea702aa063e975e8aeeae209bfb8456b90e,3209,3209,1,3209,100,259,113,110,cpp
1765232765181,1765318500,85734.819,btc-updown-15m-1765318500,UP,0.45,5,122,success,0xadd64c8d7a15c536df0f33dceb4501a8c12e07057ec6d38e41e4d34568bc3386,4248,4248,1,4248,97,310,113,111,cppp
1765235122036,1765321200,86077.964,btc-updown-15m-1765321200,UP,0.45,5,131,success,0xc1eff215a6edf4d69c6a17c5039ef350aff2c80930c5676c1937ee0a14ec9335,1320,1320,1,1320,98,480,113,112,cpp
1765236765600,1765323000,86234.400,btc-updown-15m-1765323000,UP,0.45,5,106,success,0x7603aa51c5538a80cc1d3d9b9d35b6e6e64a0ded90ca09e163724e1b578d437c,2,2,1,2,106,155,131,155,cpp
1765237666932,1765323900,86233.068,btc-updown-15m-1765323900,UP,0.45,5,128,success,0x350c2631b17943a558426aeeeea69728c704647156035045d5a621d60a63840c,13,13,1,13,100,146,120,118,cpp
1765238567607,1765324800,86232.393,btc-updown-15m-1765324800,UP,0.45,5,114,success,0xd94cf0ca1b896ee3e9b7f99a6a9c10a27542685b9d647596306f509f68cd6b40,18,18,1,18,100,225,125,116,cpp
1765239467478,1765325700,86232.522,btc-updown-15m-1765325700,UP,0.45,5,114,success,0xb5ffa4383d713e852447f7620c55d27396832baff1b9d4af581a090b29b4d7a0,16,16,1,16,104,169,120,120,cpp
1765241742187,1765327500,85757.813,btc-updown-15m-1765327500,UP,0.45,5,114,success,0x7855f3f816047a9c31946ad13a024104c79acb7c16707baedbf8330e80c00d93,4049,4049,1,4049,97,308,114,112,cpp
1765242170735,1765328400,86229.265,btc-updown-15m-1765328400,UP,0.45,5,125,success,0xbfa7020559434b6b630a653efdc412d7a83fa7f16593c04b0ef083a209032008,19,19,1,19,107,142,120,117,cpp
1765243068927,1765329300,86231.073,btc-updown-15m-1765329300,UP,0.45,5,117,success,0x918688b849851ad592a9c154bec70264a661346cc2eb99bea60d9a2e88c619fa,4,4,1,4,116,139,124,124,cpp
1765243971010,1765330200,86228.990,btc-updown-15m-1765330200,UP,0.45,5,134,success,0xb0bb98d444457291b065788392426d600534bf4434f6374a457d4418b3a30583,13,13,1,13,107,134,116,113,cpp
1765244872596,1765331100,86227.404,btc-updown-15m-1765331100,UP,0.45,5,110,success,0x9d361d326c8c784710288ddc822343ffe0ad6a2c5d700d39d3e4bf8dac237b55,27,27,1,27,103,171,115,110,cpp
1765245769045,1765332000,86230.955,btc-updown-15m-1765332000,UP,0.45,5,118,success,0x32e496cb6f9fbe96a0e3a42af169eb9d1dbde253d91ef66c9fb092dc298efd4b,5,5,1,5,103,148,117,110,cpp
1765246667513,1765332900,86232.487,btc-updown-15m-1765332900,UP,0.45,5,131,success,0x1e180dedbbc3d3b92fe33e2eedeb36b13c5452b6282d4dd5654aedf3da57b566,17,17,1,17,106,160,122,118,cpp
1765247570226,1765333800,86229.774,btc-updown-15m-1765333800,UP,0.45,5,122,success,0x3249071bcd06612abf0c9e9701947741812ba6a9ff746f76a49a09c5b6056f58,21,21,1,21,105,173,122,120,cpp
1765248470228,1765334700,86229.772,btc-updown-15m-1765334700,UP,0.45,5,104,success,0xf2eda4d111eee9d2eadedc24ee7450d7ac12f10afb47cb176a44df6f59341f18,24,24,1,24,103,164,116,107,cpp
